order_id,product_id,quantity,price_at_order
45,2355,2,3090.00
46,979,2,16725.00
46,3898,3,20460.00
46,1817,1,10995.00
47,2522,3,71820.00
47,441,1,25355.00
47,3360,2,2815.00
47,1279,3,17825.00
48,4065,1,6140.00
48,1984,2,9625.00
49,608,2,8235.00
49,3527,3,22445.00
49,1446,1,9005.00
50,2151,3,10555.00
50,70,1,6090.00
50,2989,2,3775.00
50,908,3,6310.00
51,3694,1,48825.00
51,1613,2,12360.00
52,237,2,10445.00
52,3156,3,56180.00
52,1075,1,3640.00
53,1780,3,2265.00
53,4699,1,16450.00
53,2618,2,21010.00
53,537,3,11545.00
54,3323,1,30810.00
54,1242,2,72370.00
55,4866,2,7630.00
55,2785,3,6690.00
55,704,1,10175.00
56,1409,3,3225.00
56,4328,1,7960.00
56,2247,2,22995.00
56,166,3,9555.00
57,2952,1,14545.00
57,871,2,8080.00
58,4495,2,2265.00
58,2414,3,46350.00
58,333,1,12910.00
59,1038,3,20460.00
59,3957,1,10170.00
59,1876,2,56730.00
59,4795,3,3365.00
60,2581,1,27555.00
60,500,2,2815.00
61,4124,2,11825.00
61,2043,3,31360.00
61,4962,1,72095.00
62,667,3,22445.00
62,3586,1,8180.00
62,1505,2,7240.00
62,4424,3,9900.00
63,2210,1,5265.00
63,129,2,3775.00
64,3753,2,11535.00
64,1672,3,15095.00
64,4591,1,10830.00
65,296,3,56180.00
65,3215,1,2815.00
65,1134,2,46900.00
65,4053,3,12635.00
66,1839,1,16450.00
66,4758,2,20185.00
67,3382,2,71545.00
67,1301,3,25080.00
67,4220,1,2540.00
68,4925,3,5865.00
68,2844,1,9350.00
68,763,2,31910.00
68,3682,3,72645.00
69,1468,1,7960.00
69,4387,2,22170.00
70,3011,2,10280.00
70,930,3,5815.00
70,3849,1,3500.00
71,4554,3,48550.00
71,2473,1,12085.00
71,392,2,15645.00
71,3311,3,8355.00
72,1097,1,10170.00
72,4016,2,55905.00
73,2640,2,1990.00
73,559,3,17000.00
73,3478,1,20735.00
74,4183,3,30535.00
74,2102,1,72095.00
74,21,2,25630.00
74,2940,3,3090.00
75,726,1,8180.00
75,3645,2,6415.00
76,2269,2,2950.00
76,188,3,8510.00
76,3107,1,22720.00
77,3812,3,14270.00
77,1731,1,10830.00
77,4650,2,5540.00
77,2569,3,4050.00
78,355,1,2815.00
78,3274,2,49100.00
79,1898,2,20185.00
79,4817,3,12920.00
79,2736,1,56455.00
80,3441,3,27280.00
80,1360,1,2540.00
80,4279,2,16725.00
80,2198,3,18260.00
81,4984,1,11550.00
81,2903,2,31085.00
82,1527,2,22170.00
82,4446,3,7905.00
82,2365,1,6965.00
83,3070,3,4990.00
83,989,1,3500.00
83,3908,2,8235.00
83,1827,3,23270.00
84,4613,1,11260.00
84,2532,2,14820.00
85,1156,2,55905.00
85,4075,3,2540.00
85,1994,1,46625.00
86,2699,3,16175.00
86,618,1,20735.00
86,3537,2,10445.00
86,1456,3,57005.00
87,4242,1,71270.00
87,2161,2,27830.00
88,785,2,6415.00
88,3704,3,12100.00
88,1623,1,31635.00
89,2328,3,7685.00
89,247,1,22720.00
89,3166,2,8455.00
89,1085,3,4490.00
90,3871,1,10005.00
90,1790,2,5540.00
91,414,2,49100.00
91,3333,3,11810.00
91,1252,1,15370.00
92,1957,3,12920.00
92,4876,1,55630.00
92,2795,2,3090.00
92,714,3,47175.00
93,3500,1,4740.00
93,1419,2,16725.00
94,43,2,31085.00
94,2962,3,71820.00
94,881,1,25355.00
95,1586,3,7905.00
95,4505,1,6140.00
95,2424,2,9625.00
95,343,3,32185.00
96,3129,1,2675.00
96,1048,2,8235.00
97,4672,2,13995.00
97,2591,3,10555.00
97,510,1,6090.00
98,1215,3,2540.00
98,4134,1,48825.00
98,2053,2,12360.00
98,4972,3,15095.00
99,2758,1,19910.00
99,677,2,10445.00
100,4301,2,27005.00
100,2220,3,2265.00
100,139,1,17275.00
101,844,3,12100.00
101,3763,1,30810.00
101,1682,2,72370.00
101,4601,3,25080.00
102,2387,1,24920.00
102,306,2,8455.00
103,3930,2,7740.00
103,1849,3,3225.00
103,4768,1,7960.00
104,473,3,11810.00
104,3392,1,14545.00
104,1311,2,8080.00
104,4230,3,5815.00
105,2016,1,55630.00
105,4935,2,2265.00
106,3559,2,15900.00
106,1478,3,20460.00
106,4397,1,10170.00
107,102,3,71820.00
107,3021,1,27555.00
107,940,2,2815.00
107,3859,3,17000.00
108,1645,1,6140.00
108,4564,2,11825.00
109,3188,2,7410.00
109,1107,3,22445.00
109,4026,1,8180.00
110,4731,3,9730.00
110,2650,1,5265.00
110,569,2,3775.00
110,3488,3,8510.00
111,1274,1,48825.00
111,4193,2,11535.00
112,2817,2,12645.00
112,736,3,56180.00
112,3655,1,2815.00
113,4360,3,4465.00
113,2279,1,16450.00
113,198,2,21010.00
113,3117,3,10720.00
114,903,1,30810.00
114,3822,2,71545.00
115,2446,2,7630.00
115,365,3,6690.00
115,3284,1,9350.00
116,3989,3,2400.00
116,1908,1,7960.00
116,4827,2,22170.00
116,2746,3,8730.00
117,532,1,14545.00
117,3451,2,10280.00
118,2075,2,2265.00
118,4994,3,48550.00
118,2913,1,12085.00
119,3618,3,19635.00
119,1537,1,10170.00
119,4456,2,55905.00
119,2375,3,3365.00
120,161,1,27555.00
120,3080,2,1990.00
121,1704,2,11825.00
121,4623,3,30535.00
121,2542,1,72095.00
122,3247,3,24645.00
122,1166,1,8180.00
122,4085,2,6415.00
122,2004,3,9900.00
123,4790,1,7465.00
123,2709,2,2950.00
124,1333,2,11535.00
124,4252,3,14270.00
124,2171,1,10830.00
125,2876,3,55355.00
125,795,1,2815.00
125,3714,2,49100.00
125,1633,3,12635.00
126,4419,1,15625.00
126,2338,2,20185.00
127,962,2,71545.00
127,3881,3,27280.00
127,1800,1,2540.00
128,2505,3,5865.00
128,424,1,9350.00
128,3343,2,31085.00
128,1262,3,72645.00
129,4048,1,7135.00
129,1967,2,22170.00
130,591,2,10280.00
130,3510,3,4990.00
130,1429,1,3500.00
131,2134,3,48550.00
131,53,1,12085.00
131,2972,2,14820.00
131,891,3,8355.00
132,3677,1,12370.00
132,1596,2,55905.00
133,220,2,1990.00
133,3139,3,16175.00
133,1058,1,20735.00
134,1763,3,30535.00
134,4682,1,71270.00
134,2601,2,27830.00
134,520,3,3090.00
135,3306,1,7355.00
135,1225,2,6415.00
136,4849,2,2125.00
136,2768,3,7685.00
136,687,1,22720.00
137,1392,3,14270.00
137,4311,1,10005.00
137,2230,2,5540.00
137,149,3,4050.00
138,2935,1,1990.00
138,854,2,49100.00
139,4478,2,19360.00
139,2397,3,12920.00
139,316,1,56455.00
140,1021,3,27280.00
140,3940,1,4740.00
140,1859,2,16725.00
140,4778,3,20460.00
141,2564,1,11550.00
141,483,2,31085.00
142,4107,2,24370.00
142,2026,3,7905.00
142,4945,1,6140.00
143,650,3,4990.00
143,3569,1,2675.00
143,1488,2,8235.00
143,4407,3,22445.00
144,2193,1,11260.00
144,112,2,14820.00
145,3736,2,55080.00
145,1655,3,2540.00
145,4574,1,48825.00
146,279,3,16175.00
146,3198,1,19910.00
146,1117,2,10445.00
146,4036,3,56180.00
147,1822,1,71270.00
147,4741,2,27005.00
148,3365,2,5590.00
148,1284,3,12100.00
148,4203,1,30810.00
149,4908,3,6860.00
149,2827,1,24920.00
149,746,2,8455.00
149,3665,3,6690.00
150,1451,1,10005.00
150,4370,2,7740.00
151,2994,2,48275.00
151,913,3,11810.00
151,3832,1,14545.00
152,4537,3,12095.00
152,2456,1,55630.00
152,375,2,3090.00
152,3294,3,46350.00
153,1080,1,4740.00
153,3999,2,15900.00
154,2623,2,30260.00
154,542,3,71820.00
154,3461,1,27555.00
155,4166,3,7080.00
155,2085,1,6140.00
155,4,2,9625.00
155,2923,3,31360.00
156,709,1,2675.00
156,3628,2,7410.00
157,2252,2,13995.00
157,171,3,10555.00
157,3090,1,5265.00
158,3795,3,1715.00
158,1714,1,48825.00
158,4633,2,11535.00
158,2552,3,15095.00
159,338,1,19910.00
159,3257,2,12645.00
160,1881,2,27005.00
160,4800,3,4465.00
160,2719,1,16450.00
161,3424,3,11275.00
161,1343,1,30810.00
161,4262,2,71545.00
161,2181,3,25080.00
162,4967,1,24095.00
162,2886,2,7630.00
163,1510,2,7740.00
163,4429,3,2400.00
163,2348,1,7960.00
164,3053,3,14010.00
164,972,1,14545.00
164,3891,2,10280.00
164,1810,3,5815.00
165,4596,1,57830.00
165,2515,2,2265.00
166,1139,2,15900.00
166,4058,3,19635.00
166,1977,1,10170.00
167,2682,3,70995.00
167,601,1,27555.00
167,3520,2,1990.00
167,1439,3,17000.00
168,4225,1,5315.00
168,2144,2,11825.00
169,768,2,7410.00
169,3687,3,24645.00
169,1606,1,8180.00
170,2311,3,9730.00
170,230,1,5265.00
170,3149,2,2950.00
170,1068,3,8510.00
171,3854,1,48000.00
171,1773,2,11535.00
172,397,2,12645.00
172,3316,3,55355.00
172,1235,1,2815.00
173,1940,3,4465.00
173,4859,1,15625.00
173,2778,2,20185.00
173,697,3,10720.00
174,3483,1,33010.00
174,1402,2,71545.00
175,26,2,7630.00
175,2945,3,5865.00
175,864,1,9350.00
176,1569,3,2400.00
176,4488,1,7135.00
176,2407,2,22170.00
176,326,3,8730.00
177,3112,1,13720.00
177,1031,2,10280.00
178,4655,2,1440.00
178,2574,3,48550.00
178,493,1,12085.00
179,1198,3,19635.00
179,4117,1,12370.00
179,2036,2,55905.00
179,4955,3,2540.00
180,2741,1,26730.00
180,660,2,1990.00
181,4284,2,11000.00
181,2203,3,30535.00
181,122,1,72095.00
182,827,3,24645.00
182,3746,1,7355.00
182,1665,2,6415.00
182,4584,3,12100.00
183,2370,1,7465.00
183,289,2,2950.00
184,3913,2,13735.00
184,1832,3,14270.00
184,4751,1,10005.00
185,456,3,55355.00
185,3375,1,1990.00
185,1294,2,49100.00
185,4213,3,11810.00
186,1999,1,15625.00
186,4918,2,19360.00
187,3542,2,70720.00
187,1461,3,27280.00
187,4380,1,4740.00
188,85,3,5865.00
188,3004,1,11550.00
188,923,2,31085.00
188,3842,3,71820.00
189,1628,1,7135.00
189,4547,2,24370.00
190,3171,2,9455.00
190,1090,3,4990.00
190,4009,1,2675.00
191,4714,3,47725.00
191,2633,1,11260.00
191,552,2,14820.00
191,3471,3,10555.00
192,1257,1,12370.00
192,4176,2,55080.00
193,2800,2,4190.00
193,719,3,16175.00
193,3638,1,19910.00
194,4343,3,32735.00
194,2262,1,71270.00
194,181,2,27830.00
194,3100,3,2265.00
195,886,1,7355.00
195,3805,2,5590.00
196,2429,2,2125.00
196,348,3,7685.00
196,3267,1,24920.00
197,3972,3,13445.00
197,1891,1,10005.00
197,4810,2,7740.00
197,2729,3,3225.00
198,515,1,1990.00
198,3434,2,48275.00
199,2058,2,19360.00
199,4977,3,12095.00
199,2896,1,55630.00
200,3601,3,26455.00
200,1520,1,4740.00
200,4439,2,15900.00
200,2358,3,20460.00
201,144,1,11550.00
201,3063,2,30260.00
202,1687,2,24370.00
202,4606,3,7080.00
202,2525,1,6140.00
203,3230,3,7190.00
203,1149,1,2675.00
203,4068,2,7410.00
203,1987,3,22445.00
204,4773,1,13460.00
204,2692,2,13995.00
205,1316,2,55080.00
205,4235,3,1715.00
205,2154,1,48825.00
206,2859,3,15350.00
206,778,1,19910.00
206,3697,2,12645.00
206,1616,3,56180.00
207,4402,1,70445.00
207,2321,2,27005.00
208,945,2,5590.00
208,3864,3,11275.00
208,1783,1,30810.00
209,2488,3,6860.00
209,407,1,24920.00
209,3326,2,7630.00
209,1245,3,6690.00
210,4031,1,9180.00
210,1950,2,7740.00
211,574,2,48275.00
211,3493,3,14010.00
211,1412,1,14545.00
212,2117,3,12095.00
212,36,1,55630.00
212,2955,2,2265.00
212,874,3,46350.00
213,3660,1,3915.00
213,1579,2,15900.00
214,203,2,30260.00
214,3122,3,70995.00
214,1041,1,27555.00
215,1746,3,7080.00
215,4665,1,5315.00
215,2584,2,11825.00
215,503,3,31360.00
216,3289,1,1850.00
216,1208,2,7410.00
217,4832,2,13170.00
217,2751,3,9730.00
217,670,1,5265.00
218,1375,3,1715.00
218,4294,1,48000.00
218,2213,2,11535.00
218,132,3,15095.00
219,2918,1,19085.00
219,837,2,12645.00
220,4461,2,26180.00
220,2380,3,4465.00
220,299,1,16450.00
221,1004,3,11275.00
221,3923,1,33010.00
221,1842,2,71545.00
221,4761,3,27280.00
222,2547,1,24095.00
222,466,2,7630.00
223,4090,2,6915.00
223,2009,3,2400.00
223,4928,1,7135.00
224,633,3,14010.00
224,3552,1,13720.00
224,1471,2,10280.00
224,4390,3,4990.00
225,2176,1,57830.00
225,95,2,2265.00
226,3719,2,18100.00
226,1638,3,19635.00
226,4557,1,12370.00
227,262,3,70995.00
227,3181,1,26730.00
227,1100,2,1990.00
227,4019,3,16175.00
228,1805,1,5315.00
228,4724,2,11000.00
229,3348,2,6585.00
229,1267,3,24645.00
229,4186,1,7355.00
230,4891,3,8905.00
230,2810,1,7465.00
230,729,2,2950.00
230,3648,3,7685.00
231,1434,1,48000.00
231,4353,2,13735.00
232,2977,2,11820.00
232,896,3,55355.00
232,3815,1,1990.00
233,4520,3,3640.00
233,2439,1,15625.00
233,358,2,20185.00
233,3277,3,12920.00
234,1063,1,33010.00
234,3982,2,70720.00
235,2606,2,9830.00
235,525,3,5865.00
235,3444,1,11550.00
236,4149,3,4600.00
236,2068,1,7135.00
236,4987,2,24370.00
236,2906,3,7905.00
237,692,1,13720.00
237,3611,2,9455.00
238,2235,2,1440.00
238,154,3,48550.00
238,3073,1,11260.00
239,3778,3,18810.00
239,1697,1,12370.00
239,4616,2,55080.00
239,2535,3,2540.00
240,321,1,26730.00
240,3240,2,4190.00
241,1864,2,11000.00
241,4783,3,32735.00
241,2702,1,71270.00
242,3407,3,23820.00
242,1326,1,7355.00
242,4245,2,5590.00
242,2164,3,12100.00
243,4950,1,6640.00
243,2869,2,2125.00
244,1493,2,13735.00
244,4412,3,13445.00
244,2331,1,10005.00
245,3036,3,57555.00
245,955,1,1990.00
245,3874,2,48275.00
245,1793,3,11810.00
246,4579,1,17825.00
246,2498,2,19360.00
247,1122,2,70720.00
247,4041,3,26455.00
247,1960,1,4740.00
248,2665,3,5040.00
248,584,1,11550.00
248,3503,2,30260.00
248,1422,3,71820.00
249,4208,1,6310.00
249,2127,2,24370.00
250,751,2,9455.00
250,3670,3,7190.00
250,1589,1,2675.00
251,2294,3,47725.00
251,213,1,11260.00
251,3132,2,13995.00
251,1051,3,10555.00
252,3837,1,11545.00
252,1756,2,55080.00
253,380,2,4190.00
253,3299,3,15350.00
253,1218,1,19910.00
254,1923,3,32735.00
254,4842,1,70445.00
254,2761,2,27005.00
254,680,3,2265.00
255,3466,1,9555.00
255,1385,2,5590.00
256,9,2,2125.00
256,2928,3,6860.00
256,847,1,24920.00
257,1552,3,13445.00
257,4471,1,9180.00
257,2390,2,7740.00
257,309,3,3225.00
258,3095,1,1165.00
258,1014,2,48275.00
259,4638,2,18535.00
259,2557,3,12095.00
259,476,1,55630.00
260,1181,3,26455.00
260,4100,1,3915.00
260,2019,2,15900.00
260,4938,3,19635.00
261,2724,1,10725.00
261,643,2,30260.00
262,4267,2,23545.00
262,2186,3,7080.00
262,105,1,6140.00
263,810,3,7190.00
263,3729,1,1850.00
263,1648,2,7410.00
263,4567,3,24645.00
264,2353,1,13460.00
264,272,2,13995.00
265,3896,2,57280.00
265,1815,3,1715.00
265,4734,1,48000.00
266,439,3,15350.00
266,3358,1,19085.00
266,1277,2,12645.00
266,4196,3,55355.00
267,1982,1,70445.00
267,4901,2,26180.00
268,3525,2,4765.00
268,1444,3,11275.00
268,4363,1,33010.00
269,68,3,6860.00
269,2987,1,24095.00
269,906,2,7630.00
269,3825,3,5865.00
270,1611,1,9180.00
270,4530,2,6915.00
271,3154,2,47450.00
271,1073,3,14010.00
271,3992,1,13720.00
272,4697,3,11270.00
272,2616,1,57830.00
272,535,2,2265.00
272,3454,3,48550.00
273,1240,1,3915.00
273,4159,2,18100.00
274,2783,2,32460.00
274,702,3,70995.00
274,3621,1,26730.00
275,4326,3,9280.00
275,2245,1,5315.00
275,164,2,11825.00
275,3083,3,30535.00
276,869,1,1850.00
276,3788,2,6585.00
277,2412,2,13170.00
277,331,3,9730.00
277,3250,1,7465.00
278,3955,3,890.00
278,1874,1,48000.00
278,4793,2,13735.00
278,2712,3,14270.00
279,498,1,19085.00
279,3417,2,11820.00
280,2041,2,26180.00
280,4960,3,3640.00
280,2879,1,15625.00
281,3584,3,10450.00
281,1503,1,33010.00
281,4422,2,70720.00
281,2341,3,27280.00
282,127,1,24095.00
282,3046,2,9830.00
283,1670,2,6915.00
283,4589,3,4600.00
283,2508,1,7135.00
284,3213,3,13185.00
284,1132,1,13720.00
284,4051,2,9455.00
284,1970,3,4990.00
285,4756,1,57005.00
285,2675,2,1440.00
286,1299,2,18100.00
286,4218,3,18810.00
286,2137,1,12370.00
287,2842,3,70170.00
287,761,1,26730.00
287,3680,2,4190.00
287,1599,3,16175.00
288,4385,1,4490.00
288,2304,2,11000.00
289,928,2,6585.00
289,3847,3,23820.00
289,1766,1,7355.00
290,2471,3,8905.00
290,390,1,7465.00
290,3309,2,2125.00
290,1228,3,7685.00
291,4014,1,47175.00
291,1933,2,13735.00
292,557,2,11820.00
292,3476,3,57555.00
292,1395,1,1990.00
293,2100,3,3640.00
293,19,1,15625.00
293,2938,2,19360.00
293,857,3,12920.00
294,3643,1,32185.00
294,1562,2,70720.00
295,186,2,9830.00
295,3105,3,5040.00
295,1024,1,11550.00
296,1729,3,4600.00
296,4648,1,6310.00
296,2567,2,24370.00
296,486,3,7905.00
297,3272,1,15920.00
297,1191,2,9455.00
298,4815,2,3640.00
298,2734,3,47725.00
298,653,1,11260.00
299,1358,3,18810.00
299,4277,1,11545.00
299,2196,2,55080.00
299,115,3,2540.00
300,2901,1,25905.00
300,820,2,4190.00
301,4444,2,10175.00
301,2363,3,32735.00
301,282,1,71270.00
302,987,3,23820.00
302,3906,1,9555.00
302,1825,2,5590.00
302,4744,3,11275.00
303,2530,1,6640.00
303,449,2,2125.00
304,4073,2,12910.00
304,1992,3,13445.00
304,4911,1,9180.00
305,616,3,57555.00
305,3535,1,1165.00
305,1454,2,48275.00
305,4373,3,14010.00
306,2159,1,17825.00
306,78,2,19360.00
307,3702,2,72920.00
307,1621,3,26455.00
307,4540,1,3915.00
308,245,3,5040.00
308,3164,1,10725.00
308,1083,2,30260.00
308,4002,3,70995.00
309,1788,1,6310.00
309,4707,2,23545.00
310,3331,2,8630.00
310,1250,3,7190.00
310,4169,1,1850.00
311,4874,3,46900.00
311,2793,1,13460.00
311,712,2,13995.00
311,3631,3,9730.00
312,1417,1,11545.00
312,4336,2,57280.00
313,2960,2,3365.00
313,879,3,15350.00
313,3798,1,19085.00
314,4503,3,31910.00
314,2422,1,70445.00
314,341,2,27005.00
314,3260,3,4465.00
315,1046,1,9555.00
315,3965,2,4765.00
316,2589,2,4325.00
316,508,3,6860.00
316,3427,1,24095.00
317,4132,3,15645.00
317,2051,1,9180.00
317,4970,2,6915.00
317,2889,3,2400.00
318,675,1,1165.00
318,3594,2,47450.00
319,2218,2,18535.00
319,137,3,12095.00
319,3056,1,57830.00
320,3761,3,25630.00
320,1680,1,3915.00
320,4599,2,18100.00
320,2518,3,19635.00
321,304,1,10725.00
321,3223,2,32460.00
322,1847,2,23545.00
322,4766,3,9280.00
322,2685,1,5315.00
323,3390,3,6365.00
323,1309,1,1850.00
323,4228,2,6585.00
323,2147,3,24645.00
324,4933,1,12635.00
324,2852,2,13170.00
325,1476,2,57280.00
325,4395,3,890.00
325,2314,1,48000.00
326,3019,3,17550.00
326,938,1,19085.00
326,3857,2,11820.00
326,1776,3,55355.00
327,4562,1,72645.00
327,2481,2,26180.00
328,1105,2,4765.00
328,4024,3,10450.00
328,1943,1,33010.00
329,2648,3,6035.00
329,567,1,24095.00
329,3486,2,9830.00
329,1405,3,5865.00
330,4191,1,8355.00
330,2110,2,6915.00
331,734,2,47450.00
331,3653,3,13185.00
331,1572,1,13720.00
332,2277,3,11270.00
332,196,1,57830.00
332,3115,2,1440.00
332,1034,3,48550.00
333,3820,1,3090.00
333,1739,2,18100.00
334,363,2,32460.00
334,3282,3,70170.00
334,1201,1,26730.00
335,1906,3,9280.00
335,4825,1,4490.00
335,2744,2,11000.00
335,663,3,30535.00
336,3449,1,4050.00
336,1368,2,6585.00
337,4992,2,15370.00
337,2911,3,8905.00
337,830,1,7465.00
338,1535,3,890.00
338,4454,1,47175.00
338,2373,2,13735.00
338,292,3,14270.00
339,3078,1,18260.00
339,997,2,11820.00
340,4621,2,25355.00
340,2540,3,3640.00
340,459,1,15625.00
341,1164,3,10450.00
341,4083,1,32185.00
341,2002,2,70720.00
341,4921,3,26455.00
342,2707,1,23270.00
342,626,2,9830.00
343,4250,2,6090.00
343,2169,3,4600.00
343,88,1,7135.00
344,793,3,13185.00
344,3712,1,15920.00
344,1631,2,9455.00
344,4550,3,7190.00
345,2336,1,57005.00
345,255,2,1440.00
346,3879,2,17275.00
346,1798,3,18810.00
346,4717,1,11545.00
347,422,3,70170.00
347,3341,1,25905.00
347,1260,2,4190.00
347,4179,3,15350.00
348,1965,1,4490.00
348,4884,2,10175.00
349,3508,2,5760.00
349,1427,3,23820.00
349,4346,1,9555.00
350,51,3,8905.00
350,2970,1,6640.00
350,889,2,2125.00
350,3808,3,6860.00
351,1594,1,47175.00
351,4513,2,12910.00
352,3137,2,10995.00
352,1056,3,57555.00
352,3975,1,1165.00
353,4680,3,2815.00
353,2599,1,17825.00
353,518,2,19360.00
353,3437,3,12095.00
354,1223,1,32185.00
354,4142,2,72920.00
355,2766,2,9005.00
355,685,3,5040.00
355,3604,1,10725.00
356,4309,3,3775.00
356,2228,1,6310.00
356,147,2,24370.00
356,3066,3,7080.00
357,852,1,15920.00
357,3771,2,8630.00
358,2395,2,3640.00
358,314,3,47725.00
358,3233,1,13460.00
359,3938,3,21010.00
359,1857,1,11545.00
359,4776,2,57280.00
359,2695,3,1715.00
360,481,1,25905.00
360,3400,2,3365.00
361,2024,2,10175.00
361,4943,3,31910.00
361,2862,1,70445.00
362,3567,3,22995.00
362,1486,1,9555.00
362,4405,2,4765.00
362,2324,3,11275.00
363,110,1,6640.00
363,3029,2,4325.00
364,1653,2,12910.00
364,4572,3,15645.00
364,2491,1,9180.00
365,3196,3,56730.00
365,1115,1,1165.00
365,4034,2,47450.00
365,1953,3,14010.00
366,4739,1,17000.00
366,2658,2,18535.00
367,1282,2,72920.00
367,4201,3,25630.00
367,2120,1,3915.00
368,2825,3,7240.00
368,744,1,10725.00
368,3663,2,32460.00
368,1582,3,70995.00
369,4368,1,8510.00
369,2287,2,23545.00
370,911,2,8630.00
370,3830,3,6365.00
370,1749,1,1850.00
371,2454,3,46900.00
371,373,1,13460.00
371,3292,2,13170.00
371,1211,3,9730.00
372,3997,1,10720.00
372,1916,2,57280.00
373,540,2,3365.00
373,3459,3,17550.00
373,1378,1,19085.00
374,2083,3,31910.00
374,2,1,70445.00
374,2921,2,26180.00
374,840,3,4465.00
375,3626,1,8730.00
375,1545,2,4765.00
376,169,2,4325.00
376,3088,3,6035.00
376,1007,1,24095.00
377,1712,3,15645.00
377,4631,1,8355.00
377,2550,2,6915.00
377,469,3,2400.00
378,3255,1,3365.00
378,1174,2,47450.00
379,4798,2,20735.00
379,2717,3,11270.00
379,636,1,57830.00
380,1341,3,25630.00
380,4260,1,3090.00
380,2179,2,18100.00
380,98,3,19635.00
381,2884,1,9900.00
381,803,2,32460.00
382,4427,2,22720.00
382,2346,3,9280.00
382,265,1,5315.00
383,970,3,6365.00
383,3889,1,4050.00
383,1808,2,6585.00
383,4727,3,23820.00
384,2513,1,12635.00
384,432,2,13170.00
385,4056,2,56455.00
385,1975,3,890.00
385,4894,1,47175.00
386,599,3,17550.00
386,3518,1,18260.00
386,1437,2,11820.00
386,4356,3,57555.00
387,2142,1,72645.00
387,61,2,26180.00
388,3685,2,6965.00
388,1604,3,10450.00
388,4523,1,32185.00
389,228,3,6035.00
389,3147,1,23270.00
389,1066,2,9830.00
389,3985,3,5040.00
390,1771,1,8355.00
390,4690,2,6090.00
391,3314,2,46625.00
391,1233,3,13185.00
391,4152,1,15920.00
392,4857,3,10445.00
392,2776,1,57005.00
392,695,2,1440.00
392,3614,3,47725.00
393,1400,1,3090.00
393,4319,2,17275.00
394,2943,2,31635.00
394,862,3,70170.00
394,3781,1,25905.00
395,4486,3,8455.00
