product_id,warehouse_id,quantity
263,195,34
264,129,44
264,132,37
265,136,45
265,149,40
266,143,46
266,166,43
267,150,47
267,183,46
268,157,48
268,200,49
269,164,49
269,137,52
270,171,50
270,154,55
271,178,51
271,171,58
272,185,52
272,188,61
273,192,53
273,125,64
274,199,54
274,142,67
275,126,55
275,159,70
276,133,56
276,176,73
277,140,57
277,193,76
278,147,58
278,130,79
279,154,59
279,147,82
280,161,60
280,164,15
281,168,61
281,181,18
282,175,62
282,198,21
283,182,63
283,135,24
284,189,64
284,152,27
285,196,65
285,169,30
286,123,66
286,186,33
287,130,67
287,123,36
288,137,68
288,140,39
289,144,69
289,157,42
290,151,70
290,174,45
291,158,71
291,191,48
292,165,72
292,128,51
293,172,73
293,145,54
294,179,74
294,162,57
295,186,75
295,179,60
296,193,76
296,196,63
297,200,77
297,133,66
298,127,78
298,150,69
299,134,79
299,167,72
300,141,80
300,184,75
301,148,81
301,121,78
302,155,82
302,138,81
303,162,83
303,155,84
304,169,84
304,172,17
305,176,85
305,189,20
306,183,86
306,126,23
307,190,87
307,143,26
308,197,88
308,160,29
309,124,89
309,177,32
310,131,90
310,194,35
311,138,91
311,131,38
312,145,92
312,148,41
313,152,93
313,165,44
314,159,94
314,182,47
315,166,95
315,199,50
316,173,96
316,136,53
317,180,97
317,153,56
318,187,98
318,170,59
319,194,99
319,187,62
320,121,20
320,124,65
321,128,21
321,141,68
322,135,22
322,158,71
323,142,23
323,175,74
324,149,24
324,192,77
325,156,25
325,129,80
326,163,26
326,146,83
327,170,27
327,163,16
328,177,28
328,180,19
329,184,29
329,197,22
330,191,30
330,134,25
331,198,31
331,151,28
332,125,32
332,168,31
333,132,33
333,185,34
334,139,34
334,122,37
335,146,35
335,139,40
336,153,36
336,156,43
337,160,37
337,173,46
338,167,38
338,190,49
339,174,39
339,127,52
340,181,40
340,144,55
341,188,41
341,161,58
342,195,42
342,178,61
343,122,43
343,195,64
344,129,44
344,132,67
345,136,45
345,149,70
346,143,46
346,166,73
347,150,47
347,183,76
348,157,48
348,200,79
349,164,49
349,137,82
350,171,50
350,154,15
351,178,51
351,171,18
352,185,52
352,188,21
353,192,53
353,125,24
354,199,54
354,142,27
355,126,55
355,159,30
356,133,56
356,176,33
357,140,57
357,193,36
358,147,58
358,130,39
359,154,59
359,147,42
360,161,60
360,164,45
361,168,61
361,181,48
362,175,62
362,198,51
363,182,63
363,135,54
364,189,64
364,152,57
365,196,65
365,169,60
366,123,66
366,186,63
367,130,67
367,123,66
368,137,68
368,140,69
369,144,69
369,157,72
370,151,70
370,174,75
371,158,71
371,191,78
372,165,72
372,128,81
373,172,73
373,145,84
374,179,74
374,162,17
375,186,75
375,179,20
376,193,76
376,196,23
377,200,77
377,133,26
378,127,78
378,150,29
379,134,79
379,167,32
380,141,80
380,184,35
381,148,81
381,121,38
382,155,82
382,138,41
383,162,83
383,155,44
384,169,84
384,172,47
385,176,85
385,189,50
386,183,86
386,126,53
387,190,87
387,143,56
388,197,88
388,160,59
389,124,89
389,177,62
390,131,90
390,194,65
391,138,91
391,131,68
392,145,92
392,148,71
393,152,93
393,165,74
394,159,94
394,182,77
395,166,95
395,199,80
396,173,96
396,136,83
397,180,97
397,153,16
398,187,98
398,170,19
399,194,99
399,187,22
400,121,20
400,124,25
401,128,21
401,141,28
402,135,22
402,158,31
403,142,23
403,175,34
404,149,24
404,192,37
405,156,25
405,129,40
406,163,26
406,146,43
407,170,27
407,163,46
408,177,28
408,180,49
409,184,29
409,197,52
410,191,30
410,134,55
411,198,31
411,151,58
412,125,32
412,168,61
413,132,33
413,185,64
414,139,34
414,122,67
415,146,35
415,139,70
416,153,36
416,156,73
417,160,37
417,173,76
418,167,38
418,190,79
419,174,39
419,127,82
420,181,40
420,144,15
421,188,41
421,161,18
422,195,42
422,178,21
423,122,43
423,195,24
424,129,44
424,132,27
425,136,45
425,149,30
426,143,46
426,166,33
427,150,47
427,183,36
428,157,48
428,200,39
429,164,49
429,137,42
430,171,50
430,154,45
431,178,51
431,171,48
432,185,52
432,188,51
433,192,53
433,125,54
434,199,54
434,142,57
435,126,55
435,159,60
436,133,56
436,176,63
437,140,57
437,193,66
438,147,58
438,130,69
439,154,59
439,147,72
440,161,60
440,164,75
441,168,61
441,181,78
442,175,62
442,198,81
443,182,63
443,135,84
444,189,64
444,152,17
445,196,65
445,169,20
446,123,66
446,186,23
447,130,67
447,123,26
448,137,68
448,140,29
449,144,69
449,157,32
450,151,70
450,174,35
451,158,71
451,191,38
452,165,72
452,128,41
453,172,73
453,145,44
454,179,74
454,162,47
455,186,75
455,179,50
456,193,76
456,196,53
457,200,77
457,133,56
458,127,78
458,150,59
459,134,79
459,167,62
460,141,80
460,184,65
461,148,81
461,121,68
462,155,82
462,138,71
463,162,83
463,155,74
464,169,84
464,172,77
465,176,85
465,189,80
466,183,86
466,126,83
467,190,87
467,143,16
468,197,88
468,160,19
469,124,89
469,177,22
470,131,90
470,194,25
471,138,91
471,131,28
472,145,92
472,148,31
473,152,93
473,165,34
474,159,94
474,182,37
475,166,95
475,199,40
476,173,96
476,136,43
477,180,97
477,153,46
478,187,98
478,170,49
479,194,99
479,187,52
480,121,20
480,124,55
481,128,21
481,141,58
482,135,22
482,158,61
483,142,23
483,175,64
484,149,24
484,192,67
485,156,25
485,129,70
486,163,26
486,146,73
487,170,27
487,163,76
488,177,28
488,180,79
489,184,29
489,197,82
490,191,30
490,134,15
491,198,31
491,151,18
492,125,32
492,168,21
493,132,33
493,185,24
494,139,34
494,122,27
495,146,35
495,139,30
496,153,36
496,156,33
497,160,37
497,173,36
498,167,38
498,190,39
499,174,39
499,127,42
500,181,40
500,144,45
501,188,41
501,161,48
502,195,42
502,178,51
503,122,43
503,195,54
504,129,44
504,132,57
505,136,45
505,149,60
506,143,46
506,166,63
507,150,47
507,183,66
508,157,48
508,200,69
509,164,49
509,137,72
510,171,50
510,154,75
511,178,51
511,171,78
512,185,52
512,188,81
513,192,53
513,125,84
514,199,54
514,142,17
515,126,55
515,159,20
516,133,56
516,176,23
517,140,57
517,193,26
518,147,58
518,130,29
519,154,59
519,147,32
520,161,60
520,164,35
521,168,61
521,181,38
522,175,62
522,198,41
523,182,63
523,135,44
524,189,64
524,152,47
525,196,65
525,169,50
526,123,66
526,186,53
527,130,67
527,123,56
528,137,68
528,140,59
529,144,69
529,157,62
530,151,70
530,174,65
531,158,71
531,191,68
532,165,72
532,128,71
533,172,73
533,145,74
534,179,74
534,162,77
535,186,75
535,179,80
536,193,76
536,196,83
537,200,77
537,133,16
538,127,78
538,150,19
539,134,79
539,167,22
540,141,80
540,184,25
541,148,81
541,121,28
542,155,82
542,138,31
543,162,83
543,155,34
544,169,84
544,172,37
545,176,85
545,189,40
546,183,86
546,126,43
547,190,87
547,143,46
548,197,88
548,160,49
549,124,89
549,177,52
550,131,90
550,194,55
551,138,91
551,131,58
552,145,92
552,148,61
553,152,93
553,165,64
554,159,94
554,182,67
555,166,95
555,199,70
556,173,96
556,136,73
557,180,97
557,153,76
558,187,98
558,170,79
559,194,99
559,187,82
560,121,20
560,124,15
561,128,21
561,141,18
562,135,22
562,158,21
563,142,23
563,175,24
564,149,24
564,192,27
565,156,25
565,129,30
566,163,26
566,146,33
567,170,27
567,163,36
568,177,28
568,180,39
569,184,29
569,197,42
570,191,30
570,134,45
571,198,31
571,151,48
572,125,32
572,168,51
573,132,33
573,185,54
574,139,34
574,122,57
575,146,35
575,139,60
576,153,36
576,156,63
577,160,37
577,173,66
578,167,38
578,190,69
579,174,39
579,127,72
580,181,40
580,144,75
581,188,41
581,161,78
582,195,42
582,178,81
583,122,43
583,195,84
584,129,44
584,132,17
585,136,45
585,149,20
586,143,46
586,166,23
587,150,47
587,183,26
588,157,48
588,200,29
589,164,49
589,137,32
590,171,50
590,154,35
591,178,51
591,171,38
592,185,52
592,188,41
593,192,53
593,125,44
594,199,54
594,142,47
595,126,55
595,159,50
596,133,56
596,176,53
597,140,57
597,193,56
598,147,58
598,130,59
599,154,59
599,147,62
600,161,60
600,164,65
601,168,61
601,181,68
602,175,62
602,198,71
603,182,63
603,135,74
604,189,64
604,152,77
605,196,65
605,169,80
606,123,66
606,186,83
607,130,67
607,123,16
608,137,68
608,140,19
609,144,69
609,157,22
610,151,70
610,174,25
611,158,71
611,191,28
612,165,72
612,128,31
613,172,73
613,145,34
614,179,74
614,162,37
615,186,75
615,179,40
616,193,76
616,196,43
617,200,77
617,133,46
618,127,78
618,150,49
619,134,79
619,167,52
620,141,80
620,184,55
621,148,81
621,121,58
622,155,82
622,138,61
623,162,83
623,155,64
624,169,84
624,172,67
625,176,85
625,189,70
626,183,86
626,126,73
627,190,87
627,143,76
628,197,88
628,160,79
629,124,89
629,177,82
630,131,90
630,194,15
631,138,91
631,131,18
632,145,92
632,148,21
633,152,93
633,165,24
634,159,94
634,182,27
635,166,95
635,199,30
636,173,96
636,136,33
637,180,97
637,153,36
638,187,98
638,170,39
639,194,99
639,187,42
640,121,20
640,124,45
641,128,21
641,141,48
642,135,22
642,158,51
643,142,23
643,175,54
644,149,24
644,192,57
645,156,25
645,129,60
646,163,26
646,146,63
647,170,27
647,163,66
648,177,28
648,180,69
649,184,29
649,197,72
650,191,30
650,134,75
651,198,31
651,151,78
652,125,32
652,168,81
653,132,33
653,185,84
654,139,34
654,122,17
655,146,35
655,139,20
656,153,36
656,156,23
657,160,37
657,173,26
658,167,38
658,190,29
659,174,39
659,127,32
660,181,40
660,144,35
661,188,41
661,161,38
662,195,42
662,178,41
663,122,43
663,195,44
664,129,44
664,132,47
665,136,45
665,149,50
666,143,46
666,166,53
667,150,47
667,183,56
668,157,48
668,200,59
669,164,49
669,137,62
670,171,50
670,154,65
671,178,51
671,171,68
672,185,52
672,188,71
673,192,53
673,125,74
674,199,54
674,142,77
675,126,55
675,159,80
676,133,56
676,176,83
677,140,57
677,193,16
678,147,58
678,130,19
679,154,59
679,147,22
680,161,60
680,164,25
681,168,61
681,181,28
682,175,62
682,198,31
683,182,63
683,135,34
684,189,64
684,152,37
685,196,65
685,169,40
686,123,66
686,186,43
687,130,67
687,123,46
688,137,68
688,140,49
689,144,69
689,157,52
690,151,70
690,174,55
691,158,71
691,191,58
692,165,72
692,128,61
693,172,73
693,145,64
694,179,74
694,162,67
695,186,75
695,179,70
696,193,76
696,196,73
697,200,77
697,133,76
698,127,78
698,150,79
699,134,79
699,167,82
700,141,80
700,184,15
701,148,81
701,121,18
702,155,82
702,138,21
703,162,83
703,155,24
704,169,84
704,172,27
705,176,85
705,189,30
706,183,86
706,126,33
707,190,87
707,143,36
708,197,88
708,160,39
709,124,89
709,177,42
710,131,90
710,194,45
711,138,91
711,131,48
712,145,92
712,148,51
713,152,93
713,165,54
714,159,94
714,182,57
715,166,95
715,199,60
716,173,96
716,136,63
717,180,97
717,153,66
718,187,98
718,170,69
719,194,99
719,187,72
720,121,20
720,124,75
721,128,21
721,141,78
722,135,22
722,158,81
723,142,23
723,175,84
724,149,24
724,192,17
725,156,25
725,129,20
726,163,26
726,146,23
727,170,27
727,163,26
728,177,28
728,180,29
729,184,29
729,197,32
730,191,30
730,134,35
731,198,31
731,151,38
732,125,32
732,168,41
733,132,33
733,185,44
734,139,34
734,122,47
735,146,35
735,139,50
736,153,36
736,156,53
737,160,37
737,173,56
738,167,38
738,190,59
739,174,39
739,127,62
740,181,40
740,144,65
741,188,41
741,161,68
742,195,42
742,178,71
743,122,43
743,195,74
744,129,44
744,132,77
745,136,45
745,149,80
746,143,46
746,166,83
747,150,47
747,183,16
748,157,48
748,200,19
749,164,49
749,137,22
750,171,50
750,154,25
751,178,51
751,171,28
752,185,52
752,188,31
753,192,53
753,125,34
754,199,54
754,142,37
755,126,55
755,159,40
756,133,56
756,176,43
757,140,57
757,193,46
758,147,58
758,130,49
759,154,59
759,147,52
760,161,60
760,164,55
761,168,61
761,181,58
762,175,62
762,198,61
763,182,63
763,135,64
764,189,64
764,152,67
765,196,65
765,169,70
766,123,66
766,186,73
767,130,67
767,123,76
768,137,68
768,140,79
769,144,69
769,157,82
770,151,70
770,174,15
771,158,71
771,191,18
772,165,72
772,128,21
773,172,73
773,145,24
774,179,74
774,162,27
775,186,75
775,179,30
776,193,76
776,196,33
777,200,77
777,133,36
778,127,78
778,150,39
779,134,79
779,167,42
780,141,80
780,184,45
781,148,81
781,121,48
782,155,82
782,138,51
783,162,83
783,155,54
784,169,84
784,172,57
785,176,85
785,189,60
786,183,86
786,126,63
787,190,87
787,143,66
788,197,88
788,160,69
789,124,89
789,177,72
790,131,90
790,194,75
791,138,91
791,131,78
792,145,92
792,148,81
793,152,93
793,165,84
794,159,94
794,182,17
795,166,95
795,199,20
796,173,96
796,136,23
797,180,97
797,153,26
798,187,98
798,170,29
799,194,99
799,187,32
800,121,20
800,124,35
801,128,21
801,141,38
802,135,22
802,158,41
803,142,23
803,175,44
804,149,24
804,192,47
805,156,25
805,129,50
806,163,26
806,146,53
807,170,27
807,163,56
808,177,28
808,180,59
809,184,29
809,197,62
810,191,30
810,134,65
811,198,31
811,151,68
812,125,32
812,168,71
813,132,33
813,185,74
814,139,34
814,122,77
815,146,35
815,139,80
816,153,36
816,156,83
817,160,37
817,173,16
818,167,38
818,190,19
819,174,39
819,127,22
820,181,40
820,144,25
821,188,41
821,161,28
822,195,42
822,178,31
823,122,43
823,195,34
824,129,44
824,132,37
825,136,45
825,149,40
826,143,46
826,166,43
827,150,47
827,183,46
828,157,48
828,200,49
829,164,49
829,137,52
830,171,50
830,154,55
831,178,51
831,171,58
832,185,52
832,188,61
833,192,53
833,125,64
834,199,54
834,142,67
835,126,55
835,159,70
836,133,56
836,176,73
837,140,57
837,193,76
838,147,58
838,130,79
839,154,59
839,147,82
840,161,60
840,164,15
841,168,61
841,181,18
842,175,62
842,198,21
843,182,63
843,135,24
844,189,64
844,152,27
845,196,65
845,169,30
846,123,66
846,186,33
847,130,67
847,123,36
848,137,68
848,140,39
849,144,69
849,157,42
850,151,70
850,174,45
851,158,71
851,191,48
852,165,72
852,128,51
853,172,73
853,145,54
854,179,74
854,162,57
855,186,75
855,179,60
856,193,76
856,196,63
857,200,77
857,133,66
858,127,78
858,150,69
859,134,79
859,167,72
860,141,80
860,184,75
861,148,81
861,121,78
862,155,82
862,138,81
863,162,83
863,155,84
864,169,84
864,172,17
865,176,85
865,189,20
866,183,86
866,126,23
867,190,87
867,143,26
868,197,88
868,160,29
869,124,89
869,177,32
870,131,90
870,194,35
871,138,91
871,131,38
872,145,92
872,148,41
873,152,93
873,165,44
874,159,94
874,182,47
875,166,95
875,199,50
876,173,96
876,136,53
877,180,97
877,153,56
878,187,98
878,170,59
879,194,99
879,187,62
880,121,20
880,124,65
881,128,21
881,141,68
882,135,22
882,158,71
883,142,23
883,175,74
884,149,24
884,192,77
885,156,25
885,129,80
886,163,26
886,146,83
887,170,27
887,163,16
888,177,28
888,180,19
889,184,29
889,197,22
890,191,30
890,134,25
891,198,31
891,151,28
892,125,32
892,168,31
893,132,33
893,185,34
894,139,34
894,122,37
895,146,35
895,139,40
896,153,36
896,156,43
897,160,37
897,173,46
898,167,38
898,190,49
899,174,39
899,127,52
900,181,40
900,144,55
901,188,41
901,161,58
902,195,42
902,178,61
903,122,43
903,195,64
904,129,44
904,132,67
905,136,45
905,149,70
906,143,46
906,166,73
907,150,47
907,183,76
908,157,48
908,200,79
909,164,49
909,137,82
910,171,50
910,154,15
911,178,51
911,171,18
912,185,52
912,188,21
913,192,53
913,125,24
914,199,54
914,142,27
915,126,55
915,159,30
916,133,56
916,176,33
917,140,57
917,193,36
918,147,58
918,130,39
919,154,59
919,147,42
920,161,60
920,164,45
921,168,61
921,181,48
922,175,62
922,198,51
923,182,63
923,135,54
924,189,64
924,152,57
925,196,65
925,169,60
926,123,66
926,186,63
927,130,67
927,123,66
928,137,68
928,140,69
929,144,69
929,157,72
930,151,70
930,174,75
931,158,71
931,191,78
932,165,72
932,128,81
933,172,73
933,145,84
934,179,74
934,162,17
935,186,75
935,179,20
936,193,76
936,196,23
937,200,77
937,133,26
938,127,78
938,150,29
939,134,79
939,167,32
940,141,80
940,184,35
941,148,81
941,121,38
942,155,82
942,138,41
943,162,83
943,155,44
944,169,84
944,172,47
945,176,85
945,189,50
946,183,86
946,126,53
947,190,87
947,143,56
948,197,88
948,160,59
949,124,89
949,177,62
950,131,90
950,194,65
951,138,91
951,131,68
952,145,92
952,148,71
953,152,93
953,165,74
954,159,94
954,182,77
955,166,95
955,199,80
956,173,96
956,136,83
957,180,97
957,153,16
958,187,98
958,170,19
959,194,99
959,187,22
960,121,20
960,124,25
961,128,21
961,141,28
962,135,22
962,158,31
963,142,23
963,175,34
964,149,24
964,192,37
965,156,25
965,129,40
966,163,26
966,146,43
967,170,27
967,163,46
968,177,28
968,180,49
969,184,29
969,197,52
970,191,30
970,134,55
971,198,31
971,151,58
972,125,32
972,168,61
973,132,33
973,185,64
974,139,34
974,122,67
975,146,35
975,139,70
976,153,36
976,156,73
977,160,37
977,173,76
978,167,38
978,190,79
979,174,39
979,127,82
980,181,40
980,144,15
981,188,41
981,161,18
982,195,42
982,178,21
983,122,43
983,195,24
984,129,44
984,132,27
985,136,45
985,149,30
986,143,46
986,166,33
987,150,47
987,183,36
988,157,48
988,200,39
989,164,49
989,137,42
990,171,50
990,154,45
991,178,51
991,171,48
992,185,52
992,188,51
993,192,53
993,125,54
994,199,54
994,142,57
995,126,55
995,159,60
996,133,56
996,176,63
997,140,57
997,193,66
998,147,58
998,130,69
999,154,59
999,147,72
1000,161,60
1000,164,75
1001,168,61
1001,181,78
1002,175,62
1002,198,81
1003,182,63
1003,135,84
1004,189,64
1004,152,17
1005,196,65
1005,169,20
1006,123,66
1006,186,23
1007,130,67
1007,123,26
1008,137,68
1008,140,29
1009,144,69
1009,157,32
1010,151,70
1010,174,35
1011,158,71
1011,191,38
1012,165,72
1012,128,41
1013,172,73
1013,145,44
1014,179,74
1014,162,47
1015,186,75
1015,179,50
1016,193,76
1016,196,53
1017,200,77
1017,133,56
1018,127,78
1018,150,59
1019,134,79
1019,167,62
1020,141,80
1020,184,65
1021,148,81
1021,121,68
1022,155,82
1022,138,71
1023,162,83
1023,155,74
1024,169,84
1024,172,77
1025,176,85
1025,189,80
1026,183,86
1026,126,83
1027,190,87
1027,143,16
1028,197,88
1028,160,19
1029,124,89
1029,177,22
1030,131,90
1030,194,25
1031,138,91
1031,131,28
1032,145,92
1032,148,31
1033,152,93
1033,165,34
1034,159,94
1034,182,37
1035,166,95
1035,199,40
1036,173,96
1036,136,43
1037,180,97
1037,153,46
1038,187,98
1038,170,49
1039,194,99
1039,187,52
1040,121,20
1040,124,55
1041,128,21
1041,141,58
1042,135,22
1042,158,61
1043,142,23
1043,175,64
1044,149,24
1044,192,67
1045,156,25
1045,129,70
1046,163,26
1046,146,73
1047,170,27
1047,163,76
1048,177,28
1048,180,79
1049,184,29
1049,197,82
1050,191,30
1050,134,15
1051,198,31
1051,151,18
1052,125,32
1052,168,21
1053,132,33
1053,185,24
1054,139,34
1054,122,27
1055,146,35
1055,139,30
1056,153,36
1056,156,33
1057,160,37
1057,173,36
1058,167,38
1058,190,39
1059,174,39
1059,127,42
1060,181,40
1060,144,45
1061,188,41
1061,161,48
1062,195,42
1062,178,51
1063,122,43
1063,195,54
1064,129,44
1064,132,57
1065,136,45
1065,149,60
1066,143,46
1066,166,63
1067,150,47
1067,183,66
1068,157,48
1068,200,69
1069,164,49
1069,137,72
1070,171,50
1070,154,75
1071,178,51
1071,171,78
1072,185,52
1072,188,81
1073,192,53
1073,125,84
1074,199,54
1074,142,17
1075,126,55
1075,159,20
1076,133,56
1076,176,23
1077,140,57
1077,193,26
1078,147,58
1078,130,29
1079,154,59
1079,147,32
1080,161,60
1080,164,35
1081,168,61
1081,181,38
1082,175,62
1082,198,41
1083,182,63
1083,135,44
1084,189,64
1084,152,47
1085,196,65
1085,169,50
1086,123,66
1086,186,53
1087,130,67
1087,123,56
1088,137,68
1088,140,59
1089,144,69
1089,157,62
1090,151,70
1090,174,65
1091,158,71
1091,191,68
1092,165,72
1092,128,71
1093,172,73
1093,145,74
1094,179,74
1094,162,77
1095,186,75
1095,179,80
1096,193,76
1096,196,83
1097,200,77
1097,133,16
1098,127,78
1098,150,19
1099,134,79
1099,167,22
1100,141,80
1100,184,25
1101,148,81
1101,121,28
1102,155,82
1102,138,31
1103,162,83
1103,155,34
1104,169,84
1104,172,37
1105,176,85
1105,189,40
1106,183,86
1106,126,43
1107,190,87
1107,143,46
1108,197,88
1108,160,49
1109,124,89
1109,177,52
1110,131,90
1110,194,55
1111,138,91
1111,131,58
1112,145,92
1112,148,61
1113,152,93
1113,165,64
1114,159,94
1114,182,67
1115,166,95
1115,199,70
1116,173,96
1116,136,73
1117,180,97
1117,153,76
1118,187,98
1118,170,79
1119,194,99
1119,187,82
1120,121,20
1120,124,15
1121,128,21
1121,141,18
1122,135,22
1122,158,21
1123,142,23
1123,175,24
1124,149,24
1124,192,27
1125,156,25
1125,129,30
1126,163,26
1126,146,33
1127,170,27
1127,163,36
1128,177,28
1128,180,39
1129,184,29
1129,197,42
1130,191,30
1130,134,45
1131,198,31
1131,151,48
1132,125,32
1132,168,51
1133,132,33
1133,185,54
1134,139,34
1134,122,57
1135,146,35
1135,139,60
1136,153,36
1136,156,63
1137,160,37
1137,173,66
1138,167,38
1138,190,69
1139,174,39
1139,127,72
1140,181,40
1140,144,75
1141,188,41
